date,Check Date Range,channel,platform,campaign_type,campaign_id,campaign_name,ab_variant,geo,device,audience,placement,adset_id,creative_id,impressions,clicks,sessions,conversions,revenue_gbp,spend_gbp,clicks_greater_impressions,conv_greater_sessions,revenue_without_conversion,negative_values,activity_wtihout_spend,revenue_without_spend,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C53161,Discount_20pct,A,IE,All,CRM,Feed,AS002,CR003,47995,521,402,5,278.2,£388.60,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Video,YouTube Ads,Brand Awareness,C79494,Video_TopFunnel_UK ,A,IE,Mobile,Prospecting,YouTube_InStream,AS004,CR003,0,0,0,0,0,40.56,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C25480,Awareness_Display_UK,B,UK,All,CRM,Feed,AS002,CR008,123299,1743,1611,12,620.09,1321.36,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Affiliate,Partner Network,Free Trial,C05096,Trial_CompetitorTerms,A,IE,Mobile,Retargeting,Feed,AS007,CR001,3563,207,175,14,564.91,168.02,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Video,YouTube Ads,Brand Awareness,C79494,Video_TopFunnel_UK,B,UK,Desktop,Retargeting,YouTube_InStream,AS012,CR009,196004,688,684,8,£297.92,1376.93,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Display,DV360,Free Trial,C51468,Trial_CompetitorTerms,b,IE,All,Retargeting,Display_Network,AS008,CR003,63700,479,479,48,2849.48,392.75,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,A,IE,All,Retargeting,YouTube_InStream,AS007,CR003,56538,192,167,2,54.65,385.97,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Email,ESP,Discount Offer,C76347,Discount_20pct,A,UK,All,Retargeting,Newsletter,AS001,CR004,11910,1930,1889,291,14092.94,60.91,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Search,Google Ads,Discount Offer,C94025,Discount_Flash48h,B,IE,Desktop,CRM,Search,AS001,CR008,4558,133,106,8,384.79,347.95,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Search,Google Ads,Discount Offer,C06886,Discount_20pct,A,IE,All,Prospecting,Search,AS015,CR005,7552,348,326,34,2066.62,603.72,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Paid Search,Google Ads,Discount Offer,C55219,Discount_BundleDeal,A,uk,All,Prospecting,Search,AS004,CR002,61783,1657,1650,148,,2154.98,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Email,ESP,Discount Offer,C76347,Discount_20pct,B,IE,Desktop,Retargeting,Newsletter,AS008,CR007,1654,209,206,40,1586.52,,No,No,Valid,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Email,ESP,Free Trial,C42163,Trial_CompetitorTerms,A,IE,All,CRM,Newsletter,AS012,CR009,1616,117,117,7,289.56,1.72,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C51603,Discount_Flash48h,B,IE,Desktop,Retargeting,Stories,AS004,CR003,52831,1053,837,82,2871.47,320.81,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,B,IE,Desktop,Retargeting,Stories,AS001,CR009,16226,195,179,16,592.92,90.73,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C08144,Awareness_Display_UK,A,UK,All,Prospecting,Stories,AS004,CR001,98594,676,540,2,97.86,811.67,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Email,ESP,Free Trial,C42163,Trial_CompetitorTerms,B,UK,All,Prospecting,Newsletter,AS005,CR008,9172,756,669,18,476.5,11.44,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Affiliate,Partner Network,Free Trial,C00918,FreeTrial_NonBrand,B,IE,All,Retargeting,Stories,AS003,CR005,1210,114,104,6,£221.97,70.4,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Display,DV360,Brand Awareness,C51562,Brand_UK_Winter,A,IE,Mobile,Prospecting,Display_Network,AS006,CR004,54228,246,246,0,0,245.93,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C12655,Trial_CompetitorTerms,A,ie,All,Prospecting,Stories,AS007,CR009,17862,178,118,9,330.77,159.86,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,A,UK,All,CRM,Stories,AS001,CR007,83794,995,941,181,6156.27,543.01,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,UK,All,Retargeting,Stories,AS012,CR007,297206,2532,2261,19,911.18,1573.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2025,OK,Email,ESP,Discount Offer,C86697,Discount_Flash48h,A,IE,All,Retargeting,Newsletter,AS012,CR006,3820,381,363,81,5003.89,6.89,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,A,IE,Mobile,Prospecting,YouTube_InStream,AS003,CR006,26210,63,50,0,0,103.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,A,IE,Desktop,CRM,Stories,AS008,CR003,37906,547,464,3,99.82,560.63,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,A,UK,Desktop,Retargeting,Stories,AS005,CR002,63108,399,363,10,377.14,661.88,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C53161,Discount_20pct,A,UK,All,CRM,Feed,AS004,CR004,56809,455,406,33,1459.34,579.81,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C12655,Trial_CompetitorTerms,A,UK,All,Prospecting,Feed,AS002,CR005,152814,2718,2503,151,6299.09,2495.24,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,A,UK,Desktop,Prospecting,Stories,AS014,CR009,82328,1210,1210,53,1693.25,1231.64,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Display,DV360,Brand Awareness,C94831,Video-TopFunnel-UK,A,uk,Desktop,Retargeting,Display_Network,AS002,CR004,152421,1201,1047,11,£284.15,563,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C47476,Discount_Flash48h,B,IE,All,Retargeting,Feed,AS014,CR008,12126,184,167,18,587.91,179.14,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Video,YouTube Ads,Brand Awareness,C79494,Video_TopFunnel_UK,A,UK,Desktop,Prospecting,YouTube_InStream,AS007,CR002,158151,471,471,3,100.88,1491.75,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2025,OK,Paid Social,Meta Ads,Free Trial,C41057,Trial_Reengagement,B,UK,Desktop,Prospecting,Stories,AS005,CR001,38281,364,334,6,374.23,551.79,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Email,ESP,Free Trial,C42163,Trial_CompetitorTerms,A,IE,Desktop,Retargeting,Newsletter,AS004,CR001,1565,151,147,18,800.39,3.86,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C62322,Brand_UK_Winter,B,IE,All,Retargeting,Stories,AS003,CR009,28151,359,350,3,75.12,232.41,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,B,UK,Mobile,Prospecting,Stories,AS001,CR004,82145,657,611,92,5722.9,902.74,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,B,IE,Mobile,Prospecting,Feed,AS015,CR003,19542,371,354,2,70.68,213.52,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Email,ESP,Discount Offer,C76347,Discount_20pct,A,UK,Desktop,Prospecting,Newsletter,AS012,CR009,7147,1094,1049,118,6290.71,18.71,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Affiliate,Partner Network,Discount Offer,C96105,Discount_20pct,A,IE,All,Prospecting,Stories,AS015,CR004,2783,217,148,12,465.84,109.15,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C65769,Discount_BundleDeal,B,IE,All,Prospecting,Stories,AS004,CR003,17556,205,152,5,318.88,212.59,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Display,DV360,Brand Awareness,C94831,Video_TopFunnel_UK,B,UK,All,Prospecting,Display_Network,AS007,CR002,0,0,0,0,0,212.07,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,B,UK,Mobile,Prospecting,Stories,AS014,CR006,123100,750,731,4,157.44,987.92,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C77790,Discount_20pct,Variant A,UK,All,Prospecting,Feed,AS006,CR003,0,0,0,0,0,178.2,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,A,UK,Mobile,Prospecting,YouTube_InStream,AS002,CR007,165674,463,438,5,197.73,1156.06,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,B,UK,Desktop,CRM,Feed,AS015,CR009,6988,334,334,28,1471.76,278.99,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Email,ESP,Free Trial,C42163,Trial_CompetitorTerms,A,IE,Mobile,CRM,Newsletter,AS012,CR001,5486,604,550,57,1946.15,18.35,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,B,UK,All,CRM,Stories,AS004,CR007,158873,2613,1523,6,£250.12,"£1,918.29",No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,B,IE,All,Retargeting,Feed,AS001,CR002,14940,162,162,9,344.09,130.73,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,A,IE,Mobile,Prospecting,Feed,AS002,CR002,25061,202,202,26,1905.63,241,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C53161,Discount_20pct,B,IE,,Prospecting,Stories,AS006,CR004,16665,365,289,31,"£1,317.36",161.77,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Affiliate,Partner Network,Free Trial,C00918,FreeTrial_NonBrand,B,IE,All,Retargeting,Feed,AS010,CR007,3664,158,145,0,0,202.62,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C79658,Brand_UK_Winter,B,UK,Desktop,Retargeting,Feed,AS008,CR005,124388,1452,1268,17,602.17,1811.29,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Paid Search,,Discount Offer,C06886,Discount_20pct,A,IE,Mobile,Prospecting,Search,AS014,CR007,17254,1006,1006,59,4740.07,876.46,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Display,DV360,Free Trial,C51468,Trial_CompetitorTerms,A,IE,Desktop,Retargeting,Display_Network,AS005,CR002,24197,68,50,0,0,93.11,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Affiliate,Partner Network,Free Trial,C00918,FreeTrial_NonBrand,A,UK,All,Prospecting,Feed,AS015,CR001,23576,1366,1290,84,3184.48,£636.40,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C94476,FreeTrial_NonBrand,A,IE,All,Prospecting,Feed,AS011,CR006,28432,298,273,2,62.74,399.49,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Search,Google Ads,Free Trial,C52054,FreeTrial_NonBrand,B,UK,Mobile,Prospecting,Search,AS010,CR009,109564,7333,6175,464,18689.38,7202.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,IE,Mobile,CRM,Stories,AS012,CR002,25363,164,151,1,51.46,266.13,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Search,Google Ads,Brand Awareness,C93219,Brand_UK_Winter,B,UK,All,Retargeting,Search,AS004,CR002,67194,2197,1939,35,1036.06,3349,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,A,UK,Mobile,Prospecting,Newsletter,AS015,CR009,14965,1254,1123,24,936.92,19.5,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,Meta Ads,Free Trial,C58061,FreeTrial_NonBrand,B,IE,Desktop,Retargeting,Stories,AS003,CR001,9465,107,82,9,336.36,108.34,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,a,UK,All,Retargeting,Newsletter,AS015,CR004,18662,2003,1761,82,4610.23,78.52,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,B,UK,Mobile,CRM,Newsletter,AS014,CR001,15202,595,498,17,947.38,19.22,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C94476,FreeTrial_NonBrand,A,UK,All,Retargeting,Feed,AS002,CR007,164225,1739,1325,39,1386.45,1671.11,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,A,uk,All,CRM,Stories,AS015,CR007,12511,424,403,70,5547.42,£211.38,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Display,DV360,Free Trial,C07273,FreeTrial_NonBrand,A,IE,Mobile,CRM,Display_Network,AS005,CR004,64981,467,464,39,1671.09,476.25,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,B,IE,Desktop,CRM,Feed,AS006,CR009,11309,134,104,15,617.13,95.44,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C62322,Brand_UK_Winter,A,IE,Mobile,CRM,Feed,AS001,CR007,20975,237,219,2,89.73,214.99,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C89894,Trial_Reengagement,B,IE,Mobile,Retargeting,Stories,AS001,CR006,41670,952,755,35,1248.79,474.33,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Display,DV360,Brand Awareness,C51562,Brand_UK_Winter,A,UK,Mobile,Retargeting,Display_Network,AS013,CR006,361690,1783,1441,11,414.01,1928.2,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Email,ESP,Free Trial,C42163,Trial_CompetitorTerms,B,UK,Desktop,CRM,Newsletter,AS010,CR003,9682,478,430,18,895.21,12.27,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C54896,Discount_BundleDeal,A,UK,All,Prospecting,Feed,AS008,CR006,233030,3221,2748,89,"£6,488.28",2803.29,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C25480,Awareness_Display_UK,A,UK,All,CRM,Feed,AS004,CR009,118480,1376,1300,8,258.38,962.35,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025,OK,Email,ESP,Discount Offer,C56339,Discount_BundleDeal,B,UK,All,Prospecting,Newsletter,AS008,CR002,14969,804,747,88,5259.96,32.37,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Paid Social,Meta Ads,Free Trial,C41057,Trial_Reengagement,B,IE,All,CRM,Stories,AS014,CR004,27856,320,261,15,754.08,228.86,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C77790,Discount_20pct ,B,UK,All,Retargeting,Stories,AS013,CR009,126564,1708,1708,315,18147.58,1206.02,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,B,IE,All,Prospecting,Stories,AS010,CR001,11827,139,118,8,259.03,79.93,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C12655,Trial_CompetitorTerms,B,IE,All,Prospecting,Stories,AS009,CR001,22761,139,121,3,120.94,299.42,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,A,UK,All,Retargeting,Stories,AS012,CR006,6380,372,361,38,1396.36,675.88,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,A,UK,All,Prospecting,Feed,AS009,CR008,105537,2033,1910,78,,1590.71,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,A,IE,Mobile,CRM,Newsletter,AS011,CR002,3414,355,303,23,"£1,242.21",16.53,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,A,UK,All,CRM,Feed,AS005,CR003,131932,2223,2010,87,2363.78,1032.3,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C28582,Discount_20pct,A,IE,,CRM,Feed,AS013,CR001,26310,496,394,48,3449.47,357,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Display,DV360,Free Trial,C51468,Trial_CompetitorTerms ,B,IE,Desktop,Retargeting,Display_Network,AS013,CR004,32918,243,222,1,43.41,159.9,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Display,DV360,Brand Awareness,C51562,Brand_UK_Winter,B,IE,Desktop,CRM,Display_Network,AS010,CR009,22730,114,96,1,24.48,161.98,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C62322,Brand_UK_Winter ,B,IE,All,CRM,Stories,AS010,CR007,21029,475,440,4,139.41,222.42,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C08144,Awareness_Display_UK,B,IE,Desktop,Prospecting,Feed,AS010,CR007,18582,382,382,1,36.59,157.88,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Paid Social,Meta Ads,Free Trial,C41057,Trial_Reengagement,B,UK,All,Retargeting,Stories,AS003,CR001,252402,3861,3359,268,10678.39,3196.46,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C12655,Trial_CompetitorTerms,A,IE,Mobile,Retargeting,Stories,AS009,CR006,28114,351,351,15,608.4,314.56,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Affiliate,Partner Network,Discount Offer,C96105,Discount_20pct,a,UK,All,Retargeting,Feed,AS004,CR005,16738,916,916,105,6434.87,626.58,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,B,IE,All,Prospecting,Feed,AS011,CR009,16451,247,229,0,0,203.34,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2025,OK,Paid Search,Google Ads,Free Trial,C28470,Trial_Reengagement,B,IE,All,Prospecting,Search,AS007,CR004,17938,448,395,14,346.26,847.03,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C77790,Discount_20pct,b,IE,All,Retargeting,Feed,AS005,CR003,16203,233,194,48,3742.63,233.92,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Social,Meta Ads,Free Trial,C43606,Trial_CompetitorTerms,A,uk,All,Prospecting,Feed,AS011,CR003,141792,1716,1716,99,3837.25,828.54,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Affiliate,Partner Network,Free Trial,C45462,Trial_Reengagement,A,IE,All,Prospecting,Stories,AS009,CR002,1569,96,96,1,39.5,92.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2025,OK,Paid Social,Meta Ads,Free Trial,C58061,FreeTrial_NonBrand, A ,IE,All,Prospecting,Stories,AS015,CR001,6697,60,56,6,334.94,62.57,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Display,DV360,Brand Awareness,C51562,Brand_UK_Winter,A,UK,All,CRM,Display_Network,AS008,CR001,193783,1194,999,18,949.52,682.44,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Search,Google Ads,Discount Offer,C55219,Discount_BundleDeal,A,IE,All,Prospecting,Search,AS004,CR002,0,0,0,0,0,35.09,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Email,ESP,Discount Offer,C56339,Discount_BundleDeal,B,IE,Desktop,Retargeting,Newsletter,AS008,CR001,1984,95,90,6,358.46,8.19,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2025,OK,Display,DV360,Brand Awareness,C65512,Awareness_Display_UK,B,IE,Desktop,Prospecting,Display_Network,AS007,CR006,31571,141,132,0,0,245.66,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C77790,Discount_20pct,B,IE,All,Prospecting,Feed,AS002,CR008,25019,354,280,19,1119.36,238.87,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,B,UK,Desktop,Prospecting,Feed,AS015,CR004,82807,1537,1307,5,112.78,1152.1,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Display,DV360,Brand Awareness,C94831,Video_TopFunnel_UK,A,IE,Desktop,CRM,Display_Network,AS011,CR002,32389,157,157,4,93.03,198.15,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,A,UK,All,CRM,Feed,AS004,CR007,126401,1867,1766,194,5893.71,1392.31,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Display,DV360,Brand Awareness,C65512,Awareness_Display_UK,B,IE,All,Retargeting,Display_Network,AS007,CR006,59288,411,374,6,188.55,,No,No,Valid,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Paid Social,Meta Ads,Free Trial,C43606,Trial_CompetitorTerms,B,UK,All,CRM,Stories,AS008,CR002,50696,371,342,3,118.74,300.36,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
